"15/03/20","486","AT6","TFN","ACE","20:40","21:30",
"15/03/20","487","AT6","ACE","TFN","22:00","22:50",
"15/03/20","625","AT6","TFN","SPC","18:30","19:00",
"15/03/20","626","AT6","SPC","TFN","19:30","20:00",
"15/03/20","178","AC6","TFN","LPA","18:00","18:30",
"15/03/20","179","AC6","LPA","TFN","19:00","19:30",
"15/03/20","188","AC6","TFN","LPA","20:00","20:30",
"15/03/20","195","AC6","LPA","TFN","21:00","21:30",
"15/03/20","416","AC6","TFN","FUE","13:25","14:15",
"15/03/20","417","AC6","FUE","TFN","14:40","15:30",
"15/03/20","617","AC6","TFN","SPC","11:00","11:30",
"15/03/20","618","AC6","SPC","TFN","12:00","12:30",
"15/03/20","633","AC6","TFN","SPC","16:00","16:30",
"15/03/20","634","AC6","SPC","TFN","17:00","17:30",
"15/03/20","655","AC6","TFN","VDE","7:55","08:35",
"15/03/20","656","AC6","VDE","TFN","8:55","09:35",
"15/03/20","224","E2B","LPA","FUE","17:45","18:25",
"15/03/20","227","E2B","FUE","LPA","18:55","19:35",
"15/03/20","5400","E2B","LPA","PNA","10:10","13:05",
"15/03/20","5401","E2B","PNA","LPA","13:50","17:00",
"15/03/20","121","E2B","LPA","TFN","20:30","21:00",
"15/03/20","186","E2B","TFN","LPA","19:00","19:30",
"15/03/20","6810","E2B","TFN","LIS","12:50","14:55",
"15/03/20","6811","E2B","LIS","TFN","15:35","18:05",
"15/03/20","120","AC6","TFN","LPA","10:00","10:30",
"15/03/20","131","AC6","LPA","TFN","11:00","11:30",
"15/03/20","414","AC6","TFN","FUE","7:00","07:50",
"15/03/20","415","AC6","FUE","TFN","8:20","09:10",
"15/03/20","472","AC6","TFN","ACE","15:20","16:10",
"15/03/20","473","AC6","ACE","TFN","16:40","17:30",
"15/03/20","621","AC6","TFN","SPC","13:00","13:30",
"15/03/20","622","AC6","SPC","TFN","14:00","14:30",
"15/03/20","627","AC6","TFN","SPC","20:10","20:40",
"15/03/20","637","AC6","TFN","SPC","18:00","18:30",
"15/03/20","638","AC6","SPC","TFN","19:00","19:30",
"15/03/20","642","AC6","SPC","TFN","21:10","21:40",
"15/03/20","167","AT6","LPA","TFN","16:00","16:30",
"15/03/20","194","AT6","TFN","LPA","21:30","22:00",
"15/03/20","511","AT6","ACE","LPA","14:15","15:00",
"15/03/20","514","AT6","LPA","ACE","13:00","13:45",
"15/03/20","639","AT6","TFN","SPC","19:00","19:30",
"15/03/20","640","AT6","SPC","TFN","20:00","20:30",
"15/03/20","652","AT6","GMZ","TFN","17:50","18:20",
"15/03/20","653","AT6","TFN","GMZ","17:00","17:30",
"15/03/20","5100","E2B","LPA","PMI","15:10","18:10",
"15/03/20","5101","E2B","PMI","LPA","18:50","22:05",
"15/03/20","5230","E2B","LPA","VGO","8:30","11:00",
"15/03/20","5231","E2B","VGO","LPA","11:45","14:25",
